Use Case,Requirement,Requirement2,Requirement3,Capability,Features ,ID,Importance,products,values,sum,count
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,1Kosmos BlockID Platform,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Ayonix AIBOX,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Techsign FIDO Biometric Authentication,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Techsign Smart ID Card Verification,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Techsign DOC,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Faceter App,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Collection & Integration,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",21,3,Veridas Face Authentication,0,0,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Persona Verifications,0,59,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Jumio ID Verification,0,48,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,AU10TIX Platform,0,46,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Sumsub User Verification,0,48,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Caf Identity Verification - KYC,0,40,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,VerifyMy VerifyMyAge Platform,0,32,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,BlueCheck Age Verification for E-Commerce,0,28,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Opale.io Solution,0,26,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Luciditi Digital Identity Platform,0,24,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Veriff Age Estimation,0,22,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,ComplyCube Identity Verification Platform,0,22,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Kids Web Services Parent Verification,0,21,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,HyperVerge One,0,20,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,ComplyCube Identity Assurance,0,20,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Facephi Identity Platform,0,19,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,VouchedRx,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,VerifyMy VerifyMyContent,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,VouchedFi,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,VouchedAuto,0,18,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Jumio Platform,0,17,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,3DiVi Face SDK & API,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Luxand FaceSDK,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Paravision Age Estimation,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Checkin.com Face Recognition,0,16,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,AGEify Application,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Kairos Digital Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Unissey Facial Biometrics,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Melissa Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,HyperVerge Face Authentication,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Gulf Data International IdentifyME,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Amazon Rekognition,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Innovative Technology MyCheckr,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,SCSoft Face Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Enface Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,KYCAID Verification Platform,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Betaface Face Detection and Recognition SDK & API,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Trust Stamp Age Estimation,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Didit Identity Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,Trust Stamp Age Verification,0,12,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,UltraPass Identity Ultra Pass ID,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,1Kosmos BlockID Customer,0,11,32
Age Estimation for Streaming Services,Integrate and Secure Data from Internal and External Systems,,0,Customer Data Linking,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",22,3,MSLA-ID Identity Verification,0,11,32
